speech,index,word
0,0,good
0,1,evening
0,2,from
0,3,the
0,4,health
0,5,education
0,6,campus
0,7,of
0,8,case
0,9,western
0,10,reserve
0,11,university
0,12,and
0,13,the
0,14,cleveland
0,15,clinic
0,16,i
0,17,chris
0,18,wallace
0,19,of
0,20,fox
0,21,news
0,22,and
0,23,i
0,24,welcome
0,25,you
0,26,to
0,27,the
0,28,first
0,29,of
0,30,the
0,31,2020
0,32,presidential
0,33,debates
0,34,between
0,35,president
0,36,donald
0,37,j
0,38,trump
0,39,and
0,40,former
0,41,vice
0,42,president
0,43,joe
0,44,biden
0,45,this
0,46,debate
0,47,is
0,48,sponsored
0,49,by
0,50,the
0,51,commission
0,52,on
0,53,presidential
0,54,debates
0,55,the
0,56,commission
0,57,has
0,58,designed
0,59,the
0,60,format
0,61,six
0,62,roughly
0,63,15
0,64,minute
0,65,segments
0,66,with
0,67,two
0,68,minute
0,69,answers
0,70,from
0,71,each
0,72,candidate
0,73,to
0,74,the
0,75,first
0,76,question
0,77,then
0,78,open
0,79,discussion
0,80,for
0,81,the
0,82,rest
0,83,of
0,84,each
0,85,segment
0,86,both
0,87,campaigns
0,88,have
0,89,agreed
0,90,to
0,91,these
0,92,rules
0,93,for
0,94,the
0,95,record
0,96,i
0,97,decided
0,98,the
0,99,topics
0,100,and
0,101,the
0,102,questions
0,103,in
0,104,each
0,105,topic
0,106,i
0,107,can
0,108,assure
0,109,you
0,110,none
0,111,of
0,112,the
0,113,questions
0,114,has
0,115,been
0,116,shared
0,117,with
0,118,the
0,119,commission
0,120,or
0,121,the
0,122,two
0,123,candidates
1,0,this
1,1,debate
1,2,is
1,3,being
1,4,conducted
1,5,under
1,6,health
1,7,and
1,8,safety
1,9,protocols
1,10,designed
1,11,by
1,12,the
1,13,cleveland
1,14,clinic
1,15,which
1,16,is
1,17,serving
1,18,as
1,19,the
1,20,health
1,21,security
1,22,advisor
1,23,to
1,24,the
1,25,commission
1,26,for
1,27,all
1,28,four
1,29,debates
1,30,as
1,31,a
1,32,precaution
1,33,both
1,34,campaigns
1,35,have
1,36,agreed
1,37,the
1,38,candidates
1,39,will
1,40,not
1,41,shake
1,42,hands
1,43,at
1,44,the
1,45,beginning
1,46,of
1,47,tonight
1,48,debate
1,49,the
1,50,audience
1,51,here
1,52,in
1,53,the
1,54,hall
1,55,has
1,56,promised
1,57,to
1,58,remain
1,59,silent
1,60,no
1,61,cheers
1,62,no
1,63,boos
1,64,or
1,65,other
1,66,interruptions
1,67,so
1,68,we
1,69,and
1,70,more
1,71,importantly
1,72,you
1,73,can
1,74,focus
1,75,on
1,76,what
1,77,the
1,78,candidates
1,79,have
1,80,to
1,81,say
1,82,no
1,83,noise
1,84,except
1,85,right
1,86,now
1,87,as
1,88,we
1,89,welcome
1,90,the
1,91,republican
1,92,nominee
1,93,president
1,94,trump
1,95,and
1,96,the
1,97,democratic
1,98,nominee
1,99,vice
1,100,president
1,101,biden
2,0,how
2,1,you
2,2,doing
2,3,man
3,0,how
3,1,are
3,2,you
3,3,doing
4,0,i
4,1,well
5,0,gentlemen
5,1,a
5,2,lot
5,3,of
5,4,people
5,5,been
5,6,waiting
5,7,for
5,8,this
5,9,night
5,10,so
5,11,let
5,12,get
5,13,going
5,14,our
5,15,first
5,16,subject
5,17,is
5,18,the
5,19,supreme
5,20,court
5,21,president
5,22,trump
5,23,you
5,24,nominated
5,25,amy
5,26,coney
5,27,barrett
5,28,over
5,29,the
5,30,weekend
5,31,to
5,32,succeed
5,33,the
5,34,late
5,35,ruth
5,36,bader
5,37,ginsburg
5,38,on
5,39,the
5,40,court
5,41,you
5,42,say
5,43,the
5,44,constitution
5,45,is
5,46,clear
5,47,about
5,48,your
5,49,obligation
5,50,and
5,51,the
5,52,senate
5,53,to
5,54,consider
5,55,a
5,56,nominee
5,57,to
5,58,the
5,59,court
5,60,vice
5,61,president
5,62,biden
5,63,you
5,64,say
5,65,that
5,66,this
5,67,is
5,68,an
5,69,effort
5,70,by
5,71,the
5,72,president
5,73,and
5,74,republicans
5,75,to
5,76,jam
5,77,through
5,78,on
5,79,an
5,80,appointment
5,81,in
5,82,what
5,83,you
5,84,call
5,85,an
5,86,abuse
5,87,of
5,88,power
5,89,my
5,90,first
5,91,question
5,92,to
5,93,both
5,94,of
5,95,you
5,96,tonight
5,97,why
5,98,are
5,99,you
5,100,right
5,101,in
5,102,the
5,103,argument
5,104,you
5,105,make
5,106,and
5,107,your
5,108,opponent
5,109,wrong
5,110,and
5,111,where
5,112,do
5,113,you
5,114,think
5,115,a
5,116,justice
5,117,barrett
5,118,would
5,119,take
5,120,the
5,121,court
5,122,president
5,123,trump
5,124,in
5,125,this
5,126,first
5,127,segment
5,128,you
5,129,go
5,130,first
5,131,two
5,132,minutes
6,0,thank
6,1,you
6,2,very
6,3,much
6,4,chris
6,5,i
6,6,will
6,7,tell
6,8,you
6,9,very
6,10,simply
6,11,we
6,12,won
6,13,the
6,14,election
6,15,elections
6,16,have
6,17,consequences
6,18,we
6,19,have
6,20,the
6,21,senate
6,22,we
6,23,have
6,24,the
6,25,white
6,26,house
6,27,and
6,28,we
6,29,have
6,30,a
6,31,phenomenal
6,32,nominee
6,33,respected
6,34,by
6,35,all
6,36,top
6,37,top
6,38,academic
6,39,good
6,40,in
6,41,every
6,42,way
6,43,good
6,44,in
6,45,every
6,46,way
6,47,in
6,48,fact
6,49,some
6,50,of
6,51,her
6,52,biggest
6,53,endorsers
6,54,are
6,55,very
6,56,liberal
6,57,people
6,58,from
6,59,notre
6,60,dame
6,61,and
6,62,other
6,63,places
6,64,so
6,65,i
6,66,think
6,67,she
6,68,going
6,69,to
6,70,be
6,71,fantastic
6,72,we
6,73,have
6,74,plenty
6,75,of
6,76,time
6,77,even
6,78,if
6,79,we
6,80,did
6,81,it
6,82,after
6,83,the
6,84,election
6,85,itself
6,86,i
6,87,have
6,88,a
6,89,lot
6,90,of
6,91,time
6,92,after
6,93,the
6,94,election
6,95,as
6,96,you
6,97,know
6,98,so
6,99,i
6,100,think
6,101,that
6,102,she
6,103,will
6,104,be
6,105,outstanding
6,106,she
6,107,going
6,108,to
6,109,be
6,110,as
6,111,good
6,112,as
6,113,anybody
6,114,that
6,115,has
6,116,served
6,117,on
6,118,that
6,119,court
6,120,we
6,121,really
6,122,feel
6,123,that
6,124,we
6,125,have
6,126,a
6,127,professor
6,128,at
6,129,notre
6,130,dame
6,131,highly
6,132,respected
6,133,by
6,134,all
6,135,said
6,136,she
6,137,the
6,138,single
6,139,greatest
6,140,student
6,141,he
6,142,ever
6,143,had
6,144,he
6,145,been
6,146,a
6,147,professor
6,148,for
6,149,a
6,150,long
6,151,time
6,152,at
6,153,a
6,154,great
6,155,school
7,0,and
7,1,we
7,2,won
7,3,the
7,4,election
7,5,and
7,6,therefore
7,7,we
7,8,have
7,9,the
7,10,right
7,11,to
7,12,choose
7,13,her
7,14,and
7,15,very
7,16,few
7,17,people
7,18,knowingly
7,19,would
7,20,say
7,21,otherwise
7,22,and
7,23,by
7,24,the
7,25,way
7,26,the
7,27,democrats
7,28,they
7,29,wouldn't
7,30,even
7,31,think
7,32,about
7,33,not
7,34,doing
7,35,it
7,36,the
7,37,only
7,38,difference
7,39,is
7,40,they
7,41,try
7,42,and
7,43,do
7,44,it
7,45,faster
7,46,there
7,47,no
7,48,way
7,49,they
7,50,would
7,51,give
7,52,it
7,53,up
7,54,they
7,55,had
7,56,merrick
7,57,garland
7,58,but
7,59,the
7,60,problem
7,61,is
7,62,they
7,63,didn't
7,64,have
7,65,the
7,66,election
7,67,so
7,68,they
7,69,were
7,70,stopped
7,71,and
7,72,probably
7,73,that
7,74,would
7,75,happen
7,76,in
7,77,reverse
7,78,also
7,79,definitely
7,80,would
7,81,happen
7,82,in
7,83,reverse
7,84,so
7,85,we
7,86,won
7,87,the
7,88,election
7,89,and
7,90,we
7,91,have
7,92,the
7,93,right
7,94,to
7,95,do
7,96,it
7,97,chris
8,0,president
8,1,trump
8,2,thank
8,3,you
8,4,same
8,5,question
8,6,to
8,7,you
8,8,vice
8,9,president
8,10,biden
8,11,you
8,12,have
8,13,two
8,14,minutes
9,0,well
9,1,first
9,2,of
9,3,all
9,4,thank
9,5,you
9,6,for
9,7,doing
9,8,this
9,9,and
9,10,looking
9,11,forward
9,12,to
9,13,this
9,14,mr
9,15,president
10,0,thank
10,1,you
10,2,joe
11,0,the
11,1,american
11,2,people
11,3,have
11,4,a
11,5,right
11,6,to
11,7,have
11,8,a
11,9,say
11,10,in
11,11,who
11,12,the
11,13,supreme
11,14,court
11,15,nominee
11,16,is
11,17,and
11,18,that
11,19,say
11,20,occurs
11,21,when
11,22,they
11,23,vote
11,24,for
11,25,united
11,26,states
11,27,senators
11,28,and
11,29,when
11,30,they
11,31,vote
11,32,for
11,33,the
11,34,president
11,35,of
11,36,united
11,37,states
11,38,they
11,39,not
11,40,going
11,41,to
11,42,get
11,43,that
11,44,chance
11,45,now
11,46,because
11,47,we
11,48,in
11,49,the
11,50,middle
11,51,of
11,52,an
11,53,election
11,54,already
11,55,the
11,56,election
11,57,has
11,58,already
11,59,started
11,60,tens
11,61,of
11,62,thousands
11,63,of
11,64,people
11,65,already
11,66,voted
11,67,and
11,68,so
11,69,the
11,70,thing
11,71,that
11,72,should
11,73,happen
11,74,is
11,75,we
11,76,should
11,77,wait
11,78,we
11,79,should
11,80,wait
11,81,and
11,82,see
11,83,what
11,84,the
11,85,outcome
11,86,of
11,87,this
11,88,election
11,89,is
11,90,because
11,91,that
11,92,the
11,93,only
11,94,way
11,95,the
11,96,american
11,97,people
11,98,get
11,99,to
11,100,express
11,101,their
11,102,view
11,103,is
11,104,by
11,105,who
11,106,they
11,107,elect
11,108,as
11,109,president
11,110,and
11,111,who
11,112,they
11,113,elect
11,114,as
11,115,vice
11,116,president
12,0,now
12,1,what
12,2,at
12,3,stake
12,4,here
12,5,is
12,6,the
12,7,president
12,8,made
12,9,it
12,10,clear
12,11,he
12,12,wants
12,13,to
12,14,get
12,15,rid
12,16,of
12,17,the
12,18,affordable
12,19,care
12,20,act
12,21,he
12,22,been
12,23,running
12,24,on
12,25,that
12,26,he
12,27,ran
12,28,on
12,29,that
12,30,and
12,31,he
12,32,been
12,33,governing
12,34,on
12,35,that
12,36,he
12,37,in
12,38,the
12,39,supreme
12,40,court
12,41,right
12,42,now
12,43,trying
12,44,to
12,45,get
12,46,rid
12,47,of
12,48,the
12,49,affordable
12,50,care
12,51,act
12,52,which
12,53,will
12,54,strip
12,55,20
12,56,million
12,57,people
12,58,from
12,59,having
12,60,health
12,61,insurance
12,62,now
12,63,if
12,64,it
12,65,goes
12,66,into
12,67,court
12,68,and
12,69,the
12,70,justice
12,71,i
12,72,not
12,73,opposed
12,74,to
12,75,the
12,76,justice
12,77,she
12,78,seems
12,79,like
12,80,a
12,81,very
12,82,fine
12,83,person
12,84,but
12,85,she
12,86,written
12,87,before
12,88,she
12,89,went
12,90,in
12,91,the
12,92,bench
12,93,which
12,94,is
12,95,her
12,96,right
12,97,that
12,98,she
12,99,thinks
12,100,that
12,101,the
12,102,affordable
12,103,care
12,104,act
12,105,is
12,106,not
12,107,constitutional
12,108,the
12,109,other
12,110,thing
12,111,that
12,112,on
12,113,the
12,114,court
12,115,and
12,116,if
12,117,it
12,118,struck
12,119,down
12,120,what
12,121,happens
12,122,women
12,123,rights
12,124,are
12,125,fundamentally
12,126,changed
12,127,once
12,128,again
12,129,a
12,130,woman
12,131,could
12,132,pay
12,133,more
12,134,money
12,135,because
12,136,she
12,137,has
12,138,a
12,139,pre-existing
12,140,condition
12,141,of
12,142,pregnancy
12,143,they
12,144,able
12,145,to
12,146,charge
12,147,women
12,148,more
12,149,for
12,150,the
12,151,same
12,152,exact
12,153,procedure
12,154,a
12,155,man
12,156,gets
13,0,and
13,1,that
13,2,ended
13,3,when
13,4,we
13,5,in
13,6,fact
13,7,passed
13,8,the
13,9,affordable
13,10,care
13,11,act
13,12,and
13,13,there
13,14,a
13,15,hundred
13,16,million
13,17,people
13,18,who
13,19,have
13,20,pre-existing
13,21,conditions
13,22,and
13,23,they
13,24,be
13,25,taken
13,26,away
13,27,as
13,28,well
13,29,those
13,30,pre-existing
13,31,conditions
13,32,insurance
13,33,companies
13,34,are
13,35,going
13,36,to
13,37,love
13,38,this
13,39,and
13,40,so
13,41,it
13,42,just
13,43,not
13,44,appropriate
13,45,to
13,46,do
13,47,this
13,48,before
13,49,this
13,50,election
13,51,if
13,52,he
13,53,wins
13,54,the
13,55,election
13,56,and
13,57,the
13,58,senate
13,59,is
13,60,republican
13,61,then
13,62,he
13,63,goes
13,64,forward
13,65,if
13,66,not
13,67,we
13,68,should
13,69,wait
13,70,until
13,71,february
14,0,there
14,1,aren't
14,2,a
14,3,hundred
14,4,million
14,5,people
14,6,with
14,7,pre-existing
14,8,conditions
14,9,as
14,10,far
14,11,as
14,12,a
14,13,say
14,14,is
14,15,concerned
14,16,the
14,17,people
14,18,already
14,19,had
14,20,their
14,21,say
14,22,okay
14,23,justice
14,24,ginsburg
14,25,said
14,26,very
14,27,powerfully
14,28,very
14,29,strongly
14,30,at
14,31,some
14,32,point
14,33,10
14,34,years
14,35,ago
14,36,or
14,37,so
14,38,she
14,39,said
14,40,a
14,41,president
14,42,and
14,43,the
14,44,senate
14,45,is
14,46,elected
14,47,for
14,48,a
14,49,period
14,50,of
14,51,time
14,52,but
14,53,a
14,54,president
14,55,is
14,56,elected
14,57,for
14,58,four
14,59,years
14,60,we
14,61,not
14,62,elected
14,63,for
14,64,three
14,65,years
14,66,i
14,67,not
14,68,elected
14,69,for
14,70,three
14,71,years
14,72,so
14,73,we
14,74,have
14,75,the
14,76,senate
14,77,we
14,78,have
14,79,a
14,80,president
15,0,he
15,1,elected
15,2,to
15,3,the
15,4,next
15,5,election
16,0,during
16,1,that
16,2,period
16,3,of
16,4,time
16,5,during
16,6,that
16,7,period
16,8,of
16,9,time
16,10,we
16,11,have
16,12,an
16,13,opening
16,14,i
16,15,not
16,16,elected
16,17,for
16,18,three
16,19,years
16,20,i
16,21,elected
16,22,for
16,23,four
16,24,years
16,25,joe
16,26,the
16,27,hundred
16,28,million
16,29,people
16,30,is
16,31,totally
16,32,wrong
16,33,i
16,34,don't
16,35,know
16,36,where
16,37,you
16,38,got
16,39,that
16,40,number
16,41,the
16,42,bigger
16,43,problem
16,44,that
16,45,you
16,46,have
16,47,is
16,48,that
16,49,you
16,50,going
16,51,to
16,52,extinguish
16,53,180
16,54,million
16,55,people
16,56,with
16,57,their
16,58,private
16,59,health
16,60,care
16,61,that
16,62,they
16,63,very
16,64,happy
16,65,this
17,0,that
17,1,simply
17,2,not
17,3,true
18,0,well
18,1,you
18,2,certainly
18,3,going
18,4,to
18,5,socialist
18,6,you
18,7,going
18,8,to
18,9,socialist
19,0,gentlemen
19,1,we
19,2,now
19,3,into
19,4,open
19,5,discussion
20,0,open
20,1,discussion
21,0,open
21,1,discussion
21,2,yes
21,3,i
21,4,agree
21,5,go
21,6,ahead
21,7,vice
21,8,president
22,0,number
22,1,one
22,2,he
22,3,knows
22,4,what
22,5,i
22,6,proposed
22,7,what
22,8,i
22,9,proposed
22,10,is
22,11,that
22,12,we
22,13,expand
22,14,obamacare
22,15,and
22,16,we
22,17,increase
22,18,it
22,19,we
22,20,do
22,21,not
22,22,wipe
22,23,any
22,24,and
22,25,one
22,26,of
22,27,the
22,28,big
22,29,debates
22,30,we
22,31,had
22,32,with
22,33,23
22,34,of
22,35,my
22,36,colleagues
22,37,trying
22,38,to
22,39,win
22,40,the
22,41,nomination
22,42,that
22,43,i
22,44,won
22,45,were
22,46,saying
22,47,that
22,48,biden
22,49,wanted
22,50,to
22,51,allow
22,52,people
22,53,to
22,54,have
22,55,private
22,56,insurance
22,57,still
22,58,they
22,59,can
22,60,they
22,61,do
22,62,they
22,63,will
22,64,under
22,65,my
22,66,proposal
23,0,that
23,1,not
23,2,what
23,3,you
23,4,said
23,5,and
23,6,it
23,7,not
23,8,what
23,9,your
23,10,party
23,11,is
23,12,saying
24,0,that
24,1,is
24,2,simply
24,3,a
24,4,lie
25,0,your
25,1,party
25,2,doesn't
25,3,say
25,4,it
25,5,your
25,6,party
25,7,wants
25,8,to
25,9,go
25,10,socialist
25,11,medicine
25,12,and
25,13,socialist
25,14,healthcare
26,0,the
26,1,party
26,2,is
26,3,me
26,4,right
26,5,now
26,6,i
26,7,am
26,8,the
26,9,democratic
26,10,party
27,0,and
27,1,they
27,2,going
27,3,to
27,4,dominate
27,5,you
27,6,joe
27,7,you
27,8,know
27,9,that
28,0,i
28,1,am
28,2,the
28,3,democratic
28,4,party
28,5,right
28,6,now
29,0,not
29,1,according
29,2,to
29,3,harris
30,0,the
30,1,platform
30,2,of
30,3,the
30,4,democratic
30,5,party
30,6,is
30,7,what
30,8,i
30,9,in
30,10,fact
30,11,approved
30,12,of
30,13,what
30,14,i
30,15,approved
30,16,of
30,17,now
30,18,here
30,19,the
30,20,deal
30,21,the
30,22,deal
30,23,is
30,24,that
30,25,it
30,26,going
30,27,to
30,28,wipe
30,29,out
30,30,pre-existing
30,31,conditions
30,32,and
30,33,by
30,34,the
30,35,way
30,36,the
30,37,200000
30,38,people
30,39,that
30,40,have
30,41,died
30,42,on
30,43,his
30,44,watch
30,45,how
30,46,many
30,47,of
30,48,those
30,49,have
30,50,survived
30,51,well
30,52,there
30,53,seven
30,54,million
30,55,people
30,56,that
30,57,contracted
30,58,covid
30,59,what
30,60,does
30,61,it
30,62,mean
30,63,for
30,64,them
30,65,going
30,66,forward
30,67,if
30,68,you
30,69,strike
30,70,down
30,71,the
30,72,affordable
30,73,care
30,74,act
31,0,joe
31,1,you
31,2,had
31,3,308000
31,4,military
31,5,people
31,6,dying
31,7,because
31,8,you
31,9,couldn't
31,10,provide
31,11,them
31,12,proper
31,13,healthcare
31,14,in
31,15,the
31,16,military
31,17,so
31,18,don't
31,19,tell
31,20,me
31,21,about
31,22,this
32,0,i
32,1,happy
32,2,to
32,3,talk
32,4,about
32,5,this
33,0,and
33,1,if
33,2,you
33,3,were
33,4,here
33,5,it
33,6,wouldn't
33,7,be
33,8,200
33,9,it
33,10,would
33,11,be
33,12,two
33,13,million
33,14,people
33,15,because
33,16,you
33,17,were
33,18,very
33,19,late
33,20,on
33,21,the
33,22,draw
33,23,you
33,24,didn't
33,25,want
33,26,me
33,27,to
33,28,ban
33,29,china
33,30,which
33,31,was
33,32,heavily
33,33,infected
33,34,you
33,35,didn't
33,36,want
33,37,me
33,38,to
33,39,ban
33,40,europe
34,0,all
34,1,right
34,2,gentlemen
34,3,mr
34,4,president
35,0,you
35,1,would
35,2,have
35,3,been
35,4,much
35,5,later
35,6,joe
35,7,much
35,8,later
36,0,mr
36,1,president
37,0,we
37,1,talking
37,2,about
37,3,two
37,4,million
37,5,people
38,0,you
38,1,not
38,2,going
38,3,to
38,4,be
38,5,able
38,6,to
38,7,shut
38,8,him
38,9,up
39,0,mr
39,1,president
39,2,as
39,3,the
39,4,moderator
39,5,we
39,6,are
39,7,going
39,8,to
39,9,talk
39,10,about
39,11,covid
39,12,in
39,13,the
39,14,next
39,15,segment
39,16,but
39,17,go
39,18,ahead
40,0,let
40,1,me
40,2,finish
40,3,the
40,4,point
40,5,is
40,6,that
40,7,the
40,8,president
40,9,also
40,10,is
40,11,opposed
40,12,to
40,13,roe
40,14,v
40,15,wade
40,16,that
40,17,on
40,18,the
40,19,ballot
40,20,as
40,21,well
40,22,and
40,23,the
40,24,court
40,25,in
40,26,the
40,27,court
40,28,and
40,29,so
40,30,that
40,31,also
40,32,at
40,33,stake
40,34,right
40,35,now
40,36,and
40,37,so
40,38,the
40,39,election
40,40,is
40,41,all
41,0,you
41,1,don't
41,2,know
41,3,what
41,4,on
41,5,the
41,6,ballot
41,7,why
41,8,is
41,9,it
41,10,on
41,11,the
41,12,ballot
41,13,why
41,14,is
41,15,it
41,16,on
41,17,the
41,18,ballot
41,19,it
41,20,not
41,21,on
41,22,the
41,23,ballot
42,0,it
42,1,on
42,2,the
42,3,ballot
42,4,in
42,5,the
42,6,court
43,0,i
43,1,don't
43,2,think
43,3,so
44,0,in
44,1,the
44,2,court
45,0,there
45,1,nothing
45,2,happening
45,3,there
46,0,donald
46,1,would
46,2,you
46,3,just
46,4,be
46,5,quiet
46,6,for
46,7,a
46,8,minute
47,0,you
47,1,don't
47,2,know
47,3,her
47,4,view
47,5,on
47,6,roe
47,7,v
47,8,wade
47,9,you
47,10,don't
47,11,know
47,12,here
47,13,view
48,0,well
48,1,all
48,2,right
48,3,all
48,4,right
48,5,let
48,6,talk
48,7,we
48,8,got
48,9,a
48,10,lot
48,11,to
48,12,unpack
48,13,here
48,14,gentlemen
48,15,we
48,16,got
48,17,a
48,18,lot
48,19,of
48,20,time
48,21,on
48,22,healthcare
48,23,and
48,24,then
48,25,we
48,26,come
48,27,back
48,28,to
48,29,roe
48,30,v
48,31,wade
49,0,all
49,1,right
50,0,mr
50,1,president
50,2,the
50,3,supreme
50,4,court
50,5,will
50,6,hear
50,7,a
50,8,case
50,9,a
50,10,week
50,11,after
50,12,the
50,13,election
50,14,in
50,15,which
50,16,the
50,17,trump
50,18,administration
50,19,along
50,20,with
50,21,18
50,22,state
50,23,attorney
50,24,generals
50,25,are
50,26,seeking
50,27,to
50,28,overturn
50,29,obamacare
50,30,to
50,31,end
50,32,obamacare
51,0,that
51,1,right
52,0,you
52,1,have
52,2,spent
52,3,the
52,4,last
52,5,week
53,0,because
53,1,they
53,2,want
53,3,to
53,4,give
53,5,good
53,6,healthcare
54,0,if
54,1,i
54,2,may
54,3,ask
54,4,my
54,5,question
54,6,sir
55,0,good
55,1,healthcare
56,0,over
56,1,the
56,2,last
56,3,four
56,4,years
56,5,you
56,6,have
56,7,promised
56,8,to
56,9,repeal
56,10,and
56,11,replace
56,12,obamacare
56,13,but
56,14,you
56,15,have
56,16,never
56,17,in
56,18,these
56,19,four
56,20,years
56,21,come
56,22,up
56,23,with
56,24,a
56,25,plan
56,26,a
56,27,comprehensive
56,28,plan
56,29,to
56,30,replace
56,31,obamacare
57,0,yes
57,1,i
57,2,have
57,3,of
57,4,course
57,5,i
57,6,have
57,7,the
57,8,individual
57,9,mandate
58,0,when
58,1,i
58,2,finish
58,3,i
58,4,going
58,5,to
58,6,give
58,7,an
58,8,opportunity
59,0,excuse
59,1,me
59,2,i
59,3,got
59,4,rid
59,5,of
59,6,the
59,7,individual
59,8,mandate
59,9,which
59,10,was
59,11,a
59,12,big
59,13,chunk
59,14,of
59,15,obamacare
60,0,that
60,1,not
60,2,a
60,3,comprehensive
60,4,place
61,0,that
61,1,is
61,2,absolutely
61,3,a
61,4,big
61,5,thing
61,6,that
61,7,was
61,8,the
61,9,worst
61,10,part
61,11,of
61,12,obamacare
62,0,i
62,1,didn't
62,2,ask
62,3,sir
63,0,chris
63,1,that
63,2,was
63,3,the
63,4,worst
63,5,part
63,6,of
63,7,obamacare
64,0,you
64,1,debating
64,2,him
64,3,not
64,4,me
64,5,let
64,6,me
64,7,ask
64,8,my
64,9,question
65,0,well
65,1,i
65,2,ask
65,3,joe
65,4,the
65,5,individual
65,6,mandate
65,7,was
65,8,the
65,9,most
65,10,unpopular
65,11,aspect
65,12,of
65,13,obamacare
66,0,mr
66,1,president
67,0,i
67,1,got
67,2,rid
67,3,of
67,4,it
67,5,and
67,6,we
67,7,will
67,8,protect
67,9,people
68,0,mr
68,1,president
68,2,i
68,3,the
68,4,moderator
68,5,of
68,6,this
68,7,debate
68,8,and
68,9,i
68,10,would
68,11,like
68,12,you
68,13,to
68,14,let
68,15,me
68,16,ask
68,17,my
68,18,question
68,19,and
68,20,then
68,21,you
68,22,can
68,23,answer
69,0,go
69,1,ahead
70,0,you
70,1,in
70,2,the
70,3,course
70,4,of
70,5,these
70,6,four
70,7,years
70,8,have
70,9,never
70,10,come
70,11,up
70,12,with
70,13,a
70,14,comprehensive
70,15,plan
70,16,to
70,17,replace
70,18,obamacare
70,19,and
70,20,just
70,21,this
70,22,last
70,23,thursday
70,24,you
70,25,signed
70,26,a
70,27,largely
70,28,symbolic
70,29,executive
70,30,order
70,31,to
70,32,protect
70,33,people
70,34,with
70,35,pre-existing
70,36,conditions
70,37,five
70,38,days
70,39,before
70,40,this
70,41,debate
70,42,so
70,43,my
70,44,question
70,45,sir
70,46,is
70,47,what
70,48,is
70,49,the
70,50,trump
70,51,healthcare
70,52,plan
71,0,well
71,1,first
71,2,of
71,3,all
71,4,i
71,5,guess
71,6,i
71,7,debating
71,8,you
71,9,not
71,10,him
71,11,but
71,12,that
71,13,okay
71,14,i
71,15,not
71,16,surprised
71,17,let
71,18,me
71,19,just
71,20,tell
71,21,you
71,22,something
71,23,there
71,24,nothing
71,25,symbolic
71,26,i
71,27,cutting
71,28,drug
71,29,prices
71,30,i
71,31,going
71,32,with
71,33,favored
71,34,nations
71,35,which
71,36,no
71,37,president
71,38,has
71,39,the
71,40,courage
71,41,to
71,42,do
71,43,because
71,44,you
71,45,going
71,46,against
71,47,big
71,48,pharma
71,49,drug
71,50,prices
71,51,will
71,52,be
71,53,coming
71,54,down
71,55,80
71,56,or
71,57,90%
71,58,you
71,59,could
71,60,have
71,61,done
71,62,it
71,63,during
71,64,your
71,65,47
71,66,year
71,67,period
71,68,in
71,69,government
71,70,but
71,71,you
71,72,didn't
71,73,do
71,74,it
71,75,nobody
71,76,done
71,77,it
71,78,so
71,79,we
71,80,cutting
71,81,healthcare
72,0,what
72,1,about
72,2,pre-existing
72,3,conditions
73,0,all
73,1,of
73,2,the
73,3,things
73,4,that
73,5,we
73,6,done
74,0,he
74,1,has
74,2,not
74,3,done
74,4,healthcare
75,0,i
75,1,give
75,2,you
75,3,an
75,4,example
75,5,insulin
75,6,it
75,7,was
75,8,destroying
75,9,families
75,10,destroying
75,11,people
75,12,the
75,13,cost
75,14,i
75,15,getting
75,16,it
75,17,for
75,18,so
75,19,cheap
75,20,it
75,21,like
75,22,water
75,23,you
75,24,want
75,25,to
75,26,know
75,27,the
75,28,truth
75,29,so
75,30,cheap
75,31,take
75,32,a
75,33,look
75,34,at
75,35,all
75,36,of
75,37,the
75,38,drugs
75,39,that
75,40,what
75,41,we
75,42,doing
75,43,prescription
75,44,drug
75,45,prices
75,46,we
75,47,going
75,48,to
75,49,allow
75,50,our
75,51,governors
75,52,now
75,53,to
75,54,go
75,55,to
75,56,other
75,57,countries
75,58,to
75,59,buy
75,60,drugs
75,61,because
75,62,when
75,63,they
75,64,paid
75,65,just
75,66,a
75,67,tiny
75,68,fraction
75,69,of
75,70,what
75,71,we
75,72,do
76,0,okay
76,1,like
76,2,i
76,3,say
76,4,this
76,5,is
76,6,open
76,7,discussion
77,0,this
77,1,is
77,2,big
77,3,stuff
78,0,sir
78,1,you
78,2,be
78,3,happy
78,4,i
78,5,about
78,6,to
78,7,pick
78,8,up
78,9,on
78,10,one
78,11,of
78,12,your
78,13,points
78,14,to
78,15,ask
78,16,the
78,17,vice
78,18,president
78,19,which
78,20,is
78,21,he
78,22,points
78,23,out
78,24,that
78,25,you
78,26,would
78,27,like
78,28,to
78,29,add
78,30,a
78,31,public
78,32,option
78,33,to
78,34,obamacare
79,0,yes
80,0,and
80,1,the
80,2,argument
80,3,that
80,4,he
80,5,makes
80,6,and
80,7,other
80,8,republicans
80,9,make
80,10,is
80,11,that
80,12,that
80,13,is
80,14,going
80,15,to
80,16,end
80,17,private
80,18,insurance
81,0,it
81,1,is
81,2,not
82,0,if
82,1,i
82,2,start
82,3,asking
82,4,the
82,5,question
83,0,that
83,1,not
83,2,what
83,3,your
83,4,party
83,5,says
83,6,by
83,7,the
83,8,way
84,0,and
84,1,it
84,2,will
84,3,end
84,4,private
