speaker,date,start_time,duration,text
President Donal...:,9/29/20,0:47:13,0:00:03,"So let me ask you this, Joe- [crosstalk 00:23:35]."
Chris Wallace:,9/29/20,0:47:16,0:00:01,"Go ahead, I'm listening to you."
Vice President ...:,9/29/20,0:47:17,0:00:01,Even the people under-
President Donal...:,9/29/20,0:47:18,0:00:02,He got three and a half million dollars from Moscow.
Vice President ...:,9/29/20,0:47:20,0:00:07,... testified under oath in his administration said I did my job and I did it very well.
President Donal...:,9/29/20,0:47:27,0:00:00,"Oh, really?"
Vice President ...:,9/29/20,0:47:27,0:00:00,I did it honorably.
President Donal...:,9/29/20,0:47:27,0:00:01,I'd like to know who they are.
Vice President ...:,9/29/20,0:47:28,0:00:02,"Well, I'll give you the list of the people who-"
President Donal...:,9/29/20,0:47:30,0:00:00,I'll fire them.
Chris Wallace:,9/29/20,0:47:30,0:00:01,"No, no. Go ahead, sir."
Vice President ...:,9/29/20,0:47:31,0:00:03,"I'm sure that you've already fired most of them, because they did a good job."
President Donal...:,9/29/20,0:47:34,0:00:01,Some people don't do a good job.
Vice President ...:,9/29/20,0:47:35,0:00:02,"Well, here's the- [crosstalk 00:23:57]"
Chris Wallace:,9/29/20,0:47:37,0:00:02,"Go ahead. You get the- [crosstalk 00:23:57] Wait a minute. You get the final word, Mr.-"
Vice President ...:,9/29/20,0:47:39,0:00:03,"Well, it's hard to get any word in with this clown. Excuse me, this person."
President Donal...:,9/29/20,0:47:42,0:00:01,"Hey, let me just tell you, Joe-"
Vice President ...:,9/29/20,0:47:43,0:00:01,"No, no. Mr. President- [crosstalk 00:24:05]"
President Donal...:,9/29/20,0:47:44,0:00:02,"Three and a half million, Joe."
Vice President ...:,9/29/20,0:47:46,0:00:01,That is simply not true.
President Donal...:,9/29/20,0:47:47,0:00:02,Why did he deserve three and a half million from Moscow?
Vice President ...:,9/29/20,0:47:49,0:00:10,"Look, here's the deal. We want to talk about families and ethics. I don't want to do that. I mean, his family, we could talk about all night. His family's already-"
President Donal...:,9/29/20,0:47:59,0:00:01,My family-
Chris Wallace:,9/29/20,0:48:00,0:00:00,"No, no- [crosstalk 00:06:20]."
President Donal...:,9/29/20,0:48:00,0:00:04,My family lost a fortune by coming down and helping us with governance.
Vice President ...:,9/29/20,0:48:04,0:00:01,And that's such a- [crosstalk 00:24:25]
Chris Wallace:,9/29/20,0:48:05,0:00:01,Mr. President-
President Donal...:,9/29/20,0:48:06,0:00:01,Every single one of them lost a fortune-
Vice President ...:,9/29/20,0:48:07,0:00:16,"This is not about my family or his family. It's about your family, the American people. [crosstalk 00:24:32] That's not true. It doesn't want to talk about what you need. You, the American people, it's about you. That's what we're talking about here. [crosstalk 00:24:42]"
Chris Wallace:,9/29/20,0:48:23,0:00:03,That's the end of the segment. We're moving on.
Vice President ...:,9/29/20,0:48:26,0:00:01,He didn't take that.
Chris Wallace:,9/29/20,0:48:27,0:00:00,Vice President-
President Donal...:,9/29/20,0:48:27,0:00:02,"Chris, can I be honest? It's a very important question-"
Vice President ...:,9/29/20,0:48:29,0:00:01,Try to be honest.
Chris Wallace:,9/29/20,0:48:30,0:00:00,No.
President Donal...:,9/29/20,0:48:30,0:00:02,He stood up-
Chris Wallace:,9/29/20,0:48:32,0:00:01,The answer to the question is no.
President Donal...:,9/29/20,0:48:33,0:00:02,... and the threatened Ukraine-
Chris Wallace:,9/29/20,0:48:35,0:00:00,Sir-
President Donal...:,9/29/20,0:48:35,0:00:02,... with a billion dollars-
Vice President ...:,9/29/20,0:48:37,0:00:04,That is absolutely not true.
Chris Wallace:,9/29/20,0:48:41,0:00:08,"Stop. [crosstalk 00:25:02] Gentlemen, I hate to raise my voice, but I- [crosstalk 00:25:05] Why should I be different than the two of you? So here's the deal."
Vice President ...:,9/29/20,0:48:49,0:00:00,That's a good point.
Chris Wallace:,9/29/20,0:48:49,0:00:28,"We have six segments. We have ended that segment. We're going to go to the next segment. In that segment, you each are going to have two uninterrupted moments. In those two interrupted minutes, Mr. President, you can say anything you want. I'm going to ask a question about race, but if you want to answer about something else, go ahead. But I think that the country would be better served, if we allowed both people to speak with fewer interruptions. I'm appealing to you, sir, to do that."
President Donal...:,9/29/20,0:49:17,0:00:01,"Well, and him too."
Chris Wallace:,9/29/20,0:49:18,0:00:02,"Well, frankly, you've been doing more interrupting than he has."
President Donal...:,9/29/20,0:49:20,0:00:01,"Well, that's all right, but he does plenty."
Chris Wallace:,9/29/20,0:49:21,0:00:02,"Well, sir, less than-"
President Donal...:,9/29/20,0:49:23,0:00:00,He does plenty.
Chris Wallace:,9/29/20,0:49:23,0:00:22,"No, less than you have. Let's please continue on. The issue of rice. Vice-President Biden, you say that President Trump's response to the violence in Charlottesville three years ago, when he talked about very fine people on both sides, was what directly led you to launch this run for president."
President Donal...:,9/29/20,0:49:45,0:00:01,"Oh yeah, sure."
Chris Wallace:,9/29/20,0:49:46,0:00:10,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln."
President Donal...:,9/29/20,0:49:56,0:00:00,That's true.
Chris Wallace:,9/29/20,0:49:56,0:00:13,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first."
Vice President ...:,9/29/20,0:50:09,0:00:42,"It's about equity and equality. It's about decency. It's about the constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we've never accomplished it, but we've never walked away from it like he has done. It is true, the reason I got in the race is when those people... Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed and they asked the president what he thought. He said, ""There were very fine people on both sides."" No president's ever said anything like that. [crosstalk 00:27:10]."
Chris Wallace:,9/29/20,0:50:51,0:00:01,It is his-
Vice President ...:,9/29/20,0:50:52,0:00:00,Now-
Chris Wallace:,9/29/20,0:50:52,0:00:01,... minute sir.
Vice President ...:,9/29/20,0:50:53,0:00:37,"... second point I'd make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said all he ever wants to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division."
Vice President ...:,9/29/20,0:51:30,0:00:37,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn't do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man is as a savior of African-Americans? This man cares at all? This man's done virtually nothing. Look, the fact is that you have to look at what he talks about. You have to look at what he did. And what he did has been disastrous for the African-American community."
President Donal...:,9/29/20,0:52:07,0:00:01,So-
Chris Wallace:,9/29/20,0:52:08,0:00:06,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal race issues?"
President Donal...:,9/29/20,0:52:14,0:00:09,"You did a crime bill, 1994, where you call them super predators. African-Americans are super predators and they've never forgotten it. They've never forgotten it."
Vice President ...:,9/29/20,0:52:23,0:00:01,I've never said-
Chris Wallace:,9/29/20,0:52:24,0:00:01,"No, no, sir. It's his two minutes."
President Donal...:,9/29/20,0:52:25,0:00:54,"So you did that and they call you a super predator and I'm letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990... And that's why, if you look at the polls, I'm doing better than any Republican has done in a long time, because they saw what you did. You call them super predators, and you've called them worse than that. Because you look back at your testimony over the years, you've called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every... Excuse me, Portland, the sheriff just came out today and he said, ""I support President Trump."""
President Donal...:,9/29/20,0:53:19,0:00:56,"I don't think you have any law enforcement. You can't even say the word law enforcement. Because if you say those words, you're going to lose all of your radical left supporters. And why aren't you saying those words, Joe? Why don't you say the words law enforcement? Because you know what? If called us in Portland, we would put out that fire in a half an hour. But they won't do it, because they're run by radical left Democrats. If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order, but you don't. The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left. And they've got you wrapped around their finger, Joe, to a point where you don't want to say anything about law and order. And I'll tell you what, the people of this country want and demand law and order and you're afraid to even say it."
Chris Wallace:,9/29/20,0:54:15,0:00:24,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, ""Whether justice could be equally applied in America."" Do you believe that there is a separate but unequal system of justice for Blacks in this country?"
Vice President ...:,9/29/20,0:54:39,0:00:39,"Yes, there is. There's systemic injustice in this country, in education and work and in law enforcement and the way in which it's enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I'm going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we're going to work this out."
Vice President ...:,9/29/20,0:55:18,0:00:26,"We're going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren't happy to see what happened to George Floyd. These cops aren't happy to see what happened to Breonna Taylor. Most don't like it, but we have to have a system where people are held accountable when... And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate."
Chris Wallace:,9/29/20,0:55:44,0:00:01,"All right, Mr.-"
President Donal...:,9/29/20,0:55:45,0:00:03,What is peaceful protest? When they run through the middle of the town-
Chris Wallace:,9/29/20,0:55:48,0:00:01,President Trump-
President Donal...:,9/29/20,0:55:49,0:00:02,... and burn down your stores and kill people all over the place- [crosstalk 00:32:14].
Vice President ...:,9/29/20,0:55:51,0:00:02,That is not peaceful protest.
President Donal...:,9/29/20,0:55:53,0:00:02,"No it's not, but you say it is."
Chris Wallace:,9/29/20,0:55:55,0:00:06,"President Trump, I'd like to continue with the issue of race. I promise we're going to get to the issue of law and order in a moment."
President Donal...:,9/29/20,0:56:01,0:00:00,Fine.
Chris Wallace:,9/29/20,0:56:01,0:00:21,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?"
President Donal...:,9/29/20,0:56:22,0:00:20,"I ended it because it's racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]"
Chris Wallace:,9/29/20,0:56:42,0:00:03,What is radical about racial sensitivity training?
President Donal...:,9/29/20,0:56:45,0:00:33,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I'm not going to do that. I'm not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It's a racist place. And they were teaching people to hate our country. And I'm not going to allow that to happen."
Chris Wallace:,9/29/20,0:57:18,0:00:01,Vice President Biden.
Vice President ...:,9/29/20,0:57:19,0:00:03,Nobody's doing that. He's the racist.
President Donal...:,9/29/20,0:57:22,0:00:01,You just don't know.
Vice President ...:,9/29/20,0:57:23,0:00:02,Here's the deal. I know a lot more about this- [crosstalk 00:15:43].
Chris Wallace:,9/29/20,0:57:25,0:00:02,Let him finish.
Vice President ...:,9/29/20,0:57:27,0:00:54,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It's important people know. Many people don't want to hurt other people's feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It's a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don't have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we're all Americans. The only way we're going to bring this country together is bring everybody together. There's nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American."
Chris Wallace:,9/29/20,0:58:21,0:00:02,"Vice President... I mean, President Trump, sir."
President Donal...:,9/29/20,0:58:23,0:00:18,"During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very... Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened... Frankly, it was more violent than what I'm even seeing now."
Vice President ...:,9/29/20,0:58:41,0:00:00,Oh my Lord.
President Donal...:,9/29/20,0:58:41,0:00:01,But the reason-
Vice President ...:,9/29/20,0:58:42,0:00:01,This is ridiculous.
President Donal...:,9/29/20,0:58:43,0:00:02,... is that the Democrats that run these cities-
Vice President ...:,9/29/20,0:58:45,0:00:01,Absolutely ridiculous.
President Donal...:,9/29/20,0:58:46,0:00:02,"... don't want to talk, like you, about law and order."
Vice President ...:,9/29/20,0:58:48,0:00:01,Violent crime-
President Donal...:,9/29/20,0:58:49,0:00:03,And you still haven't mentioned. Are you in favor of law and order?
Vice President ...:,9/29/20,0:58:52,0:00:02,I'm in favor of law. You- [crosstalk 00:35:15].
President Donal...:,9/29/20,0:58:54,0:00:02,Are you in favor of law and order? [crosstalk 00:35:17]
Chris Wallace:,9/29/20,0:58:56,0:00:04,"You asked a question, let him finish. [crosstalk 00:35:18] Let him answer."
Vice President ...:,9/29/20,0:59:00,0:00:03,"Law and order with justice, where people get treated fairly."
President Donal...:,9/29/20,0:59:03,0:00:01,Okay.
Vice President ...:,9/29/20,0:59:04,0:00:07,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It's gone up on his watch."
President Donal...:,9/29/20,0:59:11,0:00:02,It went down much more in ours.
Chris Wallace:,9/29/20,0:59:13,0:00:08,"All right, we're done- [crosstalk 00:35:35] Mr. President, you're going to be very happy because we're now going to talk about law and order."
President Donal...:,9/29/20,0:59:21,0:00:03,The places we had trouble were democratic run cities-
Chris Wallace:,9/29/20,0:59:24,0:00:19,"That's exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a..."
Chris Wallace:,9/29/20,0:59:43,0:00:02,"It's like Tulsa and Fort worth. So the question is, is this really a party issue?"
President Donal...:,9/29/20,0:59:45,0:00:40,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what's going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it's going up, like nobody's ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what's going on and he doesn't want to say law and order because he can't because he'll lose his radical left supporters and once he does that, it's over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you've never seen before."
Vice President ...:,9/29/20,1:00:25,0:00:02,He wouldn't know a suburb unless you took a wrong turn.
President Donal...:,9/29/20,1:00:27,0:00:01,"Oh, I know suburbs so much that you."
Chris Wallace:,9/29/20,1:00:28,0:00:02,Gentlemen wait a minute.
Vice President ...:,9/29/20,1:00:30,0:00:33,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don't work anymore. Suburbs are by and large integrated. There's many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They're dying in the suburbs. His failure to deal with the environment, they're being flooded, they're being burned out because his refusal to do anything. That's why the suburbs are in trouble."
Chris Wallace:,9/29/20,1:01:03,0:00:31,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?"
Vice President ...:,9/29/20,1:01:34,0:00:41,"Look, what I support are the police having the opportunity to deal with the problems they face and I'm totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That's when crime went down, it didn't go up. It went down. And so we have to be..."
President Donal...:,9/29/20,1:02:15,0:00:04,That's not what they are talking about this. That's not what it is about. He's talking about defunding the police.
Vice President ...:,9/29/20,1:02:19,0:00:01,That is not true.
President Donal...:,9/29/20,1:02:20,0:00:05,He doesn't have any law support. He has no law enforcement.
Vice President ...:,9/29/20,1:02:25,0:00:00,That's not true.
President Donal...:,9/29/20,1:02:25,0:00:09,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time."
Vice President ...:,9/29/20,1:02:34,0:00:01,We don't have time to do anything.
President Donal...:,9/29/20,1:02:35,0:00:05,"No, no think right now. Name one law enforcement group that came out in support of you."
Chris Wallace:,9/29/20,1:02:40,0:00:03,"Now, gentleman. I think I'm going to tell I'm going to take back the bottom line."
President Donal...:,9/29/20,1:02:43,0:00:01,There aren't any.
Chris Wallace:,9/29/20,1:02:44,0:00:46,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you'd stop the days and months of violence in Portland.”"
Vice President ...:,9/29/20,1:03:30,0:00:12,I don't hold public office. Now I am a former vice president. I've made it clear. I've made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.
Chris Wallace:,9/29/20,1:03:42,0:00:00,But you've never called for the people...
President Donal...:,9/29/20,1:03:42,0:00:00,He's never done that.
Chris Wallace:,9/29/20,1:03:42,0:00:13,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots."
Vice President ...:,9/29/20,1:03:55,0:00:04,They can in fact take care of it if he just stay out of the way.
President Donal...:,9/29/20,1:03:59,0:00:14,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn't do anything. I sent in the US Marshals they took care of business.
Chris Wallace:,9/29/20,1:04:13,0:00:01,Go ahead sir.
Vice President ...:,9/29/20,1:04:14,0:00:09,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That's what this is all about."
President Donal...:,9/29/20,1:04:23,0:00:01,I don't know who said that.
Vice President ...:,9/29/20,1:04:24,0:00:01,I do.
President Donal...:,9/29/20,1:04:25,0:00:01,Who?
Vice President ...:,9/29/20,1:04:26,0:00:02,I think Kellyanne Conway.
President Donal...:,9/29/20,1:04:28,0:00:00,I don't think she said that.
Vice President ...:,9/29/20,1:04:28,0:00:01,She said that.
President Donal...:,9/29/20,1:04:29,0:00:01,I don't think so.
Vice President ...:,9/29/20,1:04:30,0:00:20,"Here's the point, the point is that that's why he keeps trying to rile everything up. He doesn't want to calm things down instead of going in and talking to people and saying, “Let's get everybody together. Figure out how to deal with this.” What's he do? He just pours gasoline in the fire constantly and every single solitary time."
Chris Wallace:,9/29/20,1:04:50,0:00:06,"Okay. And to end this, button up this segment I'm going to give you a minute to answer, sir. You have repeatedly criticized..."
President Donal...:,9/29/20,1:04:56,0:00:01,Does it mean I have to answer his stuff.
Chris Wallace:,9/29/20,1:04:57,0:00:01,You have repeatedly...
President Donal...:,9/29/20,1:04:58,0:00:01,"Wait a second, you have made a statement."
Chris Wallace:,9/29/20,1:04:59,0:00:03,You've been talking back and forth. I'm asking you.
President Donal...:,9/29/20,1:05:02,0:00:02,I would love to end it.
Chris Wallace:,9/29/20,1:05:04,0:00:04,You know sir if you want to switch seats we could very quickly can do that.
President Donal...:,9/29/20,1:05:08,0:00:05,"I'll send in the National Guard, it would be over. That'd be no problem. But I don't want to accept the National Guard."
Chris Wallace:,9/29/20,1:05:13,0:00:24,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we've seen in Portland.
President Donal...:,9/29/20,1:05:37,0:00:02,"Sure, I'm will to do that."
Chris Wallace:,9/29/20,1:05:39,0:00:01,Are you prepared specifically to do it.
President Donal...:,9/29/20,1:05:40,0:00:04,I would say almost everything I see is from the left wing not from the right wing.
Chris Wallace:,9/29/20,1:05:44,0:00:02,But what are you saying?
President Donal...:,9/29/20,1:05:46,0:00:02,I'm willing to do anything. I want to see peace.
Chris Wallace:,9/29/20,1:05:48,0:00:01,"Well, do it, sir."
Vice President ...:,9/29/20,1:05:49,0:00:01,"Say it, do it say it."
President Donal...:,9/29/20,1:05:50,0:00:04,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn."
Chris Wallace:,9/29/20,1:05:54,0:00:04,White supremacist and white militia.
President Donal...:,9/29/20,1:05:58,0:00:10,"Okay, boys stand back and stand by. But I'll tell you what somebody's got to do something about Antifa and the left because this is not a right wing problem this is a left wing."
Vice President ...:,9/29/20,1:06:08,0:00:07,"He's own FBI Director said unlike white supremacist, Antifa is an idea not an organization-"
President Donal...:,9/29/20,1:06:15,0:00:01,Oh you got to be kidding me.
Vice President ...:,9/29/20,1:06:16,0:00:05,... not a militia. That's what his FBI Director said.
President Donal...:,9/29/20,1:06:21,0:00:01,"Well, then you know what, he's wrong."
Chris Wallace:,9/29/20,1:06:22,0:00:04,"We're done, sir. Moving onto the next... [crosstalk 00:42:46]"
President Donal...:,9/29/20,1:06:26,0:00:01,Antifa is bad.
Vice President ...:,9/29/20,1:06:27,0:00:06,"Every body in your administration tells you the true, it's a bad idea. You have no idea about anything."
President Donal...:,9/29/20,1:06:33,0:00:03,"You know what, Antifa is a dangerous radical group."
Chris Wallace:,9/29/20,1:06:36,0:00:02,"All right, gentlemen we're now moving onto the Trump-Biden record."
President Donal...:,9/29/20,1:06:38,0:00:02,"And you ought to be careful of them, they'll over throw you."
Chris Wallace:,9/29/20,1:06:40,0:00:30,"I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you'd like to quote one of your dad's sayings, which is don't compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I'm going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you'll go first, two minutes."
President Donal...:,9/29/20,1:07:10,0:00:33,"Because there is never been an administration or president who has done more than I've done in a period of three and a half years. And that's despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that's done what I've done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going."
President Donal...:,9/29/20,1:07:43,0:01:02,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it's time maybe and then what happened? We got hit. But now we're building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn't have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we've rebuilt our military. And I'll tell you something, some people say maybe the most important by the end of the first term I'll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I'll have so many judges because President Obama and him left me 128 judges to fill."
President Donal...:,9/29/20,1:08:45,0:00:29,"When you leave office, you don't leave any judges. That's like, you just don't do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I'd say, if you left us 128 openings you can't be a good president. You can't be a good vice president but I want to thank you because it gives us almost, it'll probably be above that number. By the end of this term, 300 judges. It's a record."
Chris Wallace:,9/29/20,1:09:14,0:00:08,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted."
Vice President ...:,9/29/20,1:09:22,0:00:32,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I've gone head to head with Putin and made it clear to him we're not going to take any of his stuff. He's Putin's puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers."
President Donal...:,9/29/20,1:09:54,0:00:03,You son got three and a half million dollars.
Vice President ...:,9/29/20,1:09:57,0:00:02,"By the way, my son..."
Chris Wallace:,9/29/20,1:09:59,0:00:14,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you're a side agreed to it and why don't you observe what your campaign agreed to as a ground rule. Okay, sir?"
Vice President ...:,9/29/20,1:10:13,0:00:01,He never keeps his word.
Chris Wallace:,9/29/20,1:10:14,0:00:03,"No, that was a rhetorical question."
Vice President ...:,9/29/20,1:10:17,0:00:02,Can you get back 30 seconds?
Chris Wallace:,9/29/20,1:10:19,0:00:03,"Yes. You may have, go ahead."
Vice President ...:,9/29/20,1:10:22,0:00:57,"So thirdly, we're poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you're in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He's President United States. It's on his watch. And with regard to more divided the nation, it can't stay divided. We can't be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes."
President Donal...:,9/29/20,1:11:19,0:00:00,Really?
Vice President ...:,9/29/20,1:11:19,0:00:01,And I resent-
President Donal...:,9/29/20,1:11:20,0:00:02,"Are you talking Hunter, are you talking about Hunter."
Vice President ...:,9/29/20,1:11:22,0:00:02,"I'm talking about my son, Beau Biden, you're talking about Hunter?"
President Donal...:,9/29/20,1:11:24,0:00:07,"I don't know, Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged."
Vice President ...:,9/29/20,1:11:31,0:00:02,That's not true he was not dishonorably discharged.
President Donal...:,9/29/20,1:11:33,0:00:03,For cocaine use. And he didn't have a job until you became vice president.
Vice President ...:,9/29/20,1:11:36,0:00:00,None of that is true.
President Donal...:,9/29/20,1:11:36,0:00:05,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places."
Vice President ...:,9/29/20,1:11:41,0:00:03,That is not true.
President Donal...:,9/29/20,1:11:44,0:00:03,He made a fortune and he didn't have a job.
Vice President ...:,9/29/20,1:11:47,0:00:10,"My son like a lot of people at home had a drug problem. He's overtaking it. He's fixed it. He's worked on it. And I'm proud of him, I'm proud of my son."
President Donal...:,9/29/20,1:11:57,0:00:02,But why was he given tens of millions of dollars?
Vice President ...:,9/29/20,1:11:59,0:00:08,He wasn't given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.
Chris Wallace:,9/29/20,1:12:07,0:00:08,"We've already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I'm going to make a judgment call here."
President Donal...:,9/29/20,1:12:15,0:00:04,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.
Vice President ...:,9/29/20,1:12:19,0:00:04,That is not true. That report is totally discredited.
President Donal...:,9/29/20,1:12:23,0:00:02,Why did he get it?
Vice President ...:,9/29/20,1:12:25,0:00:05,Mitt Romney on that committee said it wasn't worth taxpayer's money. That report was written for political reason.
Chris Wallace:,9/29/20,1:12:30,0:00:02,I'd like to talk about climate change.
Vice President ...:,9/29/20,1:12:32,0:00:01,So would I.
